Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
6852,MX-2015-TD2099582-42369,31/12/2015,6/1/2016,Standard Class,TD-2099582,Tamara Dahlen,Consumer,,Juárez,Chihuahua,Mexico,Central America,LATAM,OFF-LA-4664,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",$7.12,1,0,$0.56,1.199,Medium
25764,IN-2015-DK12985102-42368,30/12/2015,5/1/2016,Standard Class,DK-12985102,Darren Koutras,Consumer,,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,FUR-BO-3906,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",$484.03,6,0.35,$29.71,54.96,Low
12929,ES-2015-JG15805139-42369,31/12/2015,5/1/2016,Standard Class,JG-15805139,John Grady,Corporate,,Maidenhead,England,United Kingdom,Northern Europe,Europe,TEC-PH-5248,Technology,Phones,"Motorola Audio Dock, VoIP",$867.30,5,0,$251.40,53.16,Medium
23679,IN-2015-BS1136558-42369,31/12/2015,5/1/2016,Second Class,BS-1136558,Bill Shonely,Corporate,,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,OFF-SU-4978,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",$258.12,9,0,$92.88,46.11,Medium
16562,IT-2015-JK1564091-42369,31/12/2015,5/1/2016,Second Class,JK-1564091,Jim Kriz,Home Office,,Eindhoven,North Brabant,Netherlands,Western Europe,Europe,TEC-MA-6144,Technology,Machines,"StarTech Phone, Red",$107.51,3,0.5,-$19.40,22.09,High
23680,IN-2015-BS1136558-42369,31/12/2015,5/1/2016,Second Class,BS-1136558,Bill Shonely,Corporate,,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,TEC-AC-5200,Technology,Accessories,"Memorex Keyboard, Erganomic",$276.60,4,0,$105.00,21.84,Medium
12928,ES-2015-JG15805139-42369,31/12/2015,5/1/2016,Standard Class,JG-15805139,John Grady,Corporate,,Maidenhead,England,United Kingdom,Northern Europe,Europe,FUR-BO-4867,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",$245.16,2,0,$90.66,19.21,Medium
4649,MX-2015-RR1952536-42369,31/12/2015,5/1/2016,Standard Class,RR-1952536,Rick Reed,Corporate,,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,LATAM,TEC-AC-5201,Technology,Accessories,"Memorex Keyboard, Programmable",$155.39,4,0.2,$40.75,12.752,Medium
42474,OD-2015-MW8235119-42369,31/12/2015,5/1/2016,Standard Class,MW-8235119,Mitch Willingham,Corporate,,Juba,Central Equatoria,South Sudan,Eastern Africa,Africa,TEC-CO-3708,Technology,Copiers,"Canon Wireless Fax, Digital",$378.30,1,0,$166.44,11.71,Medium
5033,MX-2015-CS1240093-42368,30/12/2015,5/1/2016,Standard Class,CS-1240093,Christopher Schild,Home Office,,Managua,Managua,Nicaragua,Central America,LATAM,OFF-AR-3492,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",$167.58,9,0,$77.04,10.839,Medium
49488,MO-2015-AG33086-42367,29/12/2015,5/1/2016,Standard Class,AG-33086,Alex Grayson,Consumer,,Tetouan,Tanger-Tétouan,Morocco,North Africa,Africa,OFF-BI-6380,Office Supplies,Binders,"Wilson Jones Binder, Economy",$78.12,6,0,$24.12,7.74,Medium
11031,ES-2015-BM11785139-42367,29/12/2015,5/1/2016,Standard Class,BM-11785139,Bryan Mills,Consumer,,Gosport,England,United Kingdom,Northern Europe,Europe,OFF-ST-4063,Office Supplies,Storage,"Eldon Folders, Wire Frame",$64.20,4,0,$6.36,7.41,Low
31867,CA-2015-JF15415140-42367,29/12/2015,5/1/2016,Standard Class,JF-154151406,Jennifer Ferguson,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-LA-3191,Office Supplies,Labels,Avery 473,$72.45,7,0,$34.78,7.8,Low
31869,CA-2015-JF15415140-42367,29/12/2015,5/1/2016,Standard Class,JF-154151406,Jennifer Ferguson,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-BI-6209,Office Supplies,Binders,Storex Dura Pro Binders,$33.26,7,0.2,$11.23,4.3,Low
31870,CA-2015-JF15415140-42367,29/12/2015,5/1/2016,Standard Class,JF-154151406,Jennifer Ferguson,Consumer,10024,New York City,New York,United States,Eastern US,USCA,TEC-PH-3880,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,$14.85,3,0,$4.01,1.92,Low
31868,CA-2015-JF15415140-42367,29/12/2015,5/1/2016,Standard Class,JF-154151406,Jennifer Ferguson,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-FA-5461,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,$13.96,4,0,$6.42,1.11,Low
16561,IT-2015-JK1564091-42369,31/12/2015,5/1/2016,Second Class,JK-1564091,Jim Kriz,Home Office,,Eindhoven,North Brabant,Netherlands,Western Europe,Europe,OFF-AR-3462,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",$30.27,2,0.5,-$9.69,4.46,High
23681,IN-2015-BS1136558-42369,31/12/2015,5/1/2016,Second Class,BS-1136558,Bill Shonely,Corporate,,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,FUR-BO-3893,Furniture,Bookcases,"Dania Corner Shelving, Metal",$364.59,3,0,$153.09,4.12,Medium
35536,CA-2015-KB16600140-42368,30/12/2015,5/1/2016,Standard Class,KB-166001402,Ken Brennan,Corporate,49505,Grand Rapids,Michigan,United States,Central US,USCA,OFF-PA-6467,Office Supplies,Paper,Xerox 1915,$209.70,2,0,$100.66,18.36,Medium
19898,ES-2015-FH1436564-42368,30/12/2015,5/1/2016,Standard Class,FH-1436564,Fred Hopkins,Corporate,,Naples,Campania,Italy,Southern Europe,Europe,OFF-BI-2897,Office Supplies,Binders,"Acco Binder, Economy",$45.45,3,0,$6.30,3.99,Medium
23682,IN-2015-BS1136558-42369,31/12/2015,5/1/2016,Second Class,BS-1136558,Bill Shonely,Corporate,,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,OFF-ST-5688,Office Supplies,Storage,"Rogers Box, Single Width",$72.00,3,0,$4.32,3.88,Medium
16563,IT-2015-JK1564091-42369,31/12/2015,5/1/2016,Second Class,JK-1564091,Jim Kriz,Home Office,,Eindhoven,North Brabant,Netherlands,Western Europe,Europe,OFF-BI-3249,Office Supplies,Binders,"Avery Binder Covers, Recycled",$22.86,4,0.5,-$6.42,3.46,High
23683,IN-2015-BS1136558-42369,31/12/2015,5/1/2016,Second Class,BS-1136558,Bill Shonely,Corporate,,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,OFF-FA-6207,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",$39.42,3,0,$17.28,2.97,Medium
50037,IZ-2015-AJ78061-42368,30/12/2015,5/1/2016,Standard Class,AJ-78061,Anthony Jacobs,Corporate,,Basra,Al Basrah,Iraq,Western Asia,Asia Pacific,TEC-AC-5217,Technology,Accessories,"Memorex Mouse, Erganomic",$25.98,1,0,$1.02,2.02,Medium
47594,MO-2015-LP709586-42369,31/12/2015,5/1/2016,Standard Class,LP-709586,Liz Preis,Consumer,,Agadir,Souss-Massa-Draâ,Morocco,North Africa,Africa,OFF-BI-6397,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",$3.99,1,0,$0.42,1.49,Medium
28179,ID-2015-EM139607-42367,29/12/2015,4/1/2016,Standard Class,EM-139607,Eric Murdock,Consumer,,Brisbane,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-4547,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two","$1,612.87",12,0.1,-$143.57,49.62,Medium
15297,ES-2015-SS20515120-42369,31/12/2015,4/1/2016,Second Class,SS-20515120,Shirley Schmidt,Home Office,,Madrid,Madrid,Spain,Southern Europe,Europe,TEC-CO-4568,Technology,Copiers,"Hewlett Copy Machine, Color",$530.22,2,0,$180.24,48,Medium
28570,ID-2015-MY18295102-42369,31/12/2015,4/1/2016,Standard Class,MY-18295102,Muhammed Yedwab,Corporate,,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,TEC-CO-4570,Technology,Copiers,"Hewlett Copy Machine, Laser",$684.61,4,0.35,-$63.23,42.92,Medium
15732,ES-2015-ZD2192545-42368,30/12/2015,4/1/2016,Standard Class,ZD-2192545,Zuschuss Donatelli,Consumer,,Rouen,Normandy,France,Western Europe,Europe,FUR-TA-3345,Furniture,Tables,"Barricks Conference Table, Rectangular",$588.02,1,0.35,-$27.16,36.25,Medium
19920,ES-2015-BE1145545-42366,28/12/2015,4/1/2016,Standard Class,BE-1145545,Brad Eason,Home Office,,Toulon,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,OFF-AP-4721,Office Supplies,Appliances,"Hoover Blender, White",$440.64,5,0.1,-$44.16,28.85,Medium
22880,IN-2015-MG1769527-42369,31/12/2015,4/1/2016,Standard Class,MG-1769527,Maureen Gnade,Consumer,,Jilin,Jilin,China,Eastern Asia,Asia Pacific,TEC-AC-5204,Technology,Accessories,"Memorex Memory Card, Erganomic",$300.24,3,0,$84.06,23.96,Medium
7994,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,TEC-CO-3596,Technology,Copiers,"Brother Fax Machine, Digital",$380.54,3,0.402,-$52.24,22.27,Medium
19919,ES-2015-BE1145545-42366,28/12/2015,4/1/2016,Standard Class,BE-1145545,Brad Eason,Home Office,,Toulon,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,OFF-BI-2899,Office Supplies,Binders,"Acco Binding Machine, Clear",$202.20,4,0,$22.20,21.9,Medium
23372,ID-2015-RA19945130-42368,30/12/2015,4/1/2016,Standard Class,RA-19945130,Ryan Akin,Consumer,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,FUR-BO-3648,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",$232.41,3,0.37,-$107.07,16.9,Medium
10625,ES-2015-ES1402048-42369,31/12/2015,4/1/2016,Standard Class,ES-1402048,Erica Smith,Consumer,,Bielefeld,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-SU-4991,Office Supplies,Supplies,"Kleencut Shears, Serrated",$260.82,6,0,$12.96,15.79,High
15731,ES-2015-ZD2192545-42368,30/12/2015,4/1/2016,Standard Class,ZD-2192545,Zuschuss Donatelli,Consumer,,Rouen,Normandy,France,Western Europe,Europe,OFF-ST-6060,Office Supplies,Storage,"Smead Shelving, Wire Frame",$216.00,5,0.1,$86.40,15.55,Medium
28260,IN-2015-JK156257-42368,30/12/2015,4/1/2016,Standard Class,JK-156257,Jim Karlsson,Consumer,,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-ST-4293,Office Supplies,Storage,"Fellowes Trays, Blue",$154.95,3,0.1,$58.47,14.51,Medium
15733,ES-2015-ZD2192545-42368,30/12/2015,4/1/2016,Standard Class,ZD-2192545,Zuschuss Donatelli,Consumer,,Rouen,Normandy,France,Western Europe,Europe,FUR-BO-3618,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",$129.03,1,0.1,$17.19,14.29,Medium
7990,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-ST-5711,Office Supplies,Storage,"Rogers Trays, Single Width",$172.79,7,0.4,-$57.65,13.96,Medium
21847,ID-2015-AR1057059-42367,29/12/2015,4/1/2016,Standard Class,AR-1057059,Anemone Ratner,Consumer,,Surakarta,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-4949,Office Supplies,Appliances,"KitchenAid Blender, Black",$161.00,2,0.17,$32.96,13.87,Medium
41744,TU-2015-VD11670134-42369,31/12/2015,4/1/2016,Second Class,VD-11670134,Valerie Dominguez,Consumer,,Konya,Konya,Turkey,Western Asia,Asia Pacific,FUR-FU-6256,Furniture,Furnishings,"Tenex Frame, Erganomic",$173.76,4,0.6,-$117.36,13.72,Medium
32594,CA-2015-EB13975140-42369,31/12/2015,4/1/2016,Standard Class,EB-139751404,Erica Bern,Corporate,94533,Fairfield,California,United States,Western US,USCA,OFF-BI-4335,Office Supplies,Binders,GBC Binding covers,$20.72,2,0.2,$6.48,2.06,Medium
32593,CA-2015-EB13975140-42369,31/12/2015,4/1/2016,Standard Class,EB-139751404,Erica Bern,Corporate,94533,Fairfield,California,United States,Western US,USCA,OFF-BI-3741,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",$13.90,2,0.2,$4.52,1.89,Medium
35584,CA-2015-EH14005140-42367,29/12/2015,4/1/2016,Standard Class,EH-140051408,Erica Hernandez,Home Office,37211,Nashville,Tennessee,United States,Southern US,USCA,OFF-ST-3745,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$64.78,1,0.2,-$12.96,6.57,Medium
45582,AO-2015-KL66454-42369,31/12/2015,4/1/2016,Standard Class,KL-66454,Ken Lonsdale,Consumer,,Luanda,Luanda,Angola,Central Africa,Africa,OFF-PA-5868,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",$126.72,6,0,$20.16,11.5,High
42890,AG-2015-TB112503-42368,30/12/2015,4/1/2016,Second Class,TB-112503,Tim Brockman,Consumer,,Algiers,Alger,Algeria,North Africa,Africa,OFF-AR-5904,Office Supplies,Art,"Sanford Canvas, Fluorescent",$207.12,4,0,$76.56,11.21,Medium
10526,ES-2015-EB13840139-42367,29/12/2015,4/1/2016,Standard Class,EB-13840139,Ellis Ballard,Corporate,,London,England,United Kingdom,Northern Europe,Europe,OFF-EN-5036,Office Supplies,Envelopes,"Kraft Mailers, with clear poly window",$148.28,4,0.1,$23.00,10.23,Medium
16813,ES-2015-TC2147548-42368,30/12/2015,4/1/2016,Standard Class,TC-2147548,Tony Chapman,Home Office,,Munich,Bavaria,Germany,Western Europe,Europe,FUR-FU-5726,Furniture,Furnishings,"Rubbermaid Door Stop, Erganomic",$84.84,2,0,$12.72,9.03,Medium
36388,CA-2015-JM15580140-42369,31/12/2015,4/1/2016,Standard Class,JM-155801404,Jill Matthias,Consumer,80538,Loveland,Colorado,United States,Western US,USCA,OFF-FA-3330,Office Supplies,Fasteners,Bagged Rubber Bands,$3.02,3,0.2,-$0.60,1.17,Medium
7993,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-EN-4913,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, with clear poly window",$99.96,5,0.4,-$30.04,6.469,Medium
7152,MX-2015-RB1946531-42367,29/12/2015,4/1/2016,Standard Class,RB-1946531,Rick Bensley,Home Office,,Pinar del Río,Pinar del Río,Cuba,Caribbean,LATAM,FUR-BO-5798,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",$601.32,6,0,$246.48,5.984,Medium
7987,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-ST-6273,Office Supplies,Storage,"Tenex Shelving, Industrial",$88.22,4,0.4,-$26.50,5.788,Medium
7989,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-EN-3672,Office Supplies,Envelopes,"Cameo Manila Envelope, with clear poly window",$61.08,5,0.4,-$30.62,4.606,Medium
16046,ES-2015-ML17755139-42368,30/12/2015,4/1/2016,Standard Class,ML-17755139,Max Ludwig,Home Office,,Edinburgh,Scotland,United Kingdom,Northern Europe,Europe,FUR-CH-5437,Furniture,Chairs,"Office Star Chairmat, Adjustable",$68.31,1,0,$26.64,4.39,Medium
19921,ES-2015-BE1145545-42366,28/12/2015,4/1/2016,Standard Class,BE-1145545,Brad Eason,Home Office,,Toulon,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,OFF-BI-6402,Office Supplies,Binders,"Wilson Jones Index Tab, Clear",$41.37,7,0,$3.57,4.26,Medium
44486,MA-2015-IG508577-42368,30/12/2015,4/1/2016,Standard Class,IG-508577,Ivan Gibson,Consumer,,Toliara,Atsimo-Andrefana,Madagascar,Eastern Africa,Africa,OFF-FA-2942,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",$77.52,4,0,$36.36,3.93,Medium
7150,MX-2015-RB1946531-42367,29/12/2015,4/1/2016,Standard Class,RB-1946531,Rick Bensley,Home Office,,Pinar del Río,Pinar del Río,Cuba,Caribbean,LATAM,OFF-ST-6281,Office Supplies,Storage,"Tenex Trays, Blue",$36.14,1,0,$3.24,3.421,Medium
41743,TU-2015-VD11670134-42369,31/12/2015,4/1/2016,Second Class,VD-11670134,Valerie Dominguez,Consumer,,Konya,Konya,Turkey,Western Asia,Asia Pacific,TEC-AC-5864,Technology,Accessories,"SanDisk Keyboard, Bluetooth",$32.59,1,0.6,-$25.28,3.4,Medium
28569,ID-2015-MY18295102-42369,31/12/2015,4/1/2016,Standard Class,MY-18295102,Muhammed Yedwab,Corporate,,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,TEC-AC-5216,Technology,Accessories,"Memorex Mouse, Bluetooth",$61.97,4,0.45,-$37.27,3.18,Medium
23373,ID-2015-RA19945130-42368,30/12/2015,4/1/2016,Standard Class,RA-19945130,Ryan Akin,Consumer,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,OFF-BI-3246,Office Supplies,Binders,"Avery Binder Covers, Clear",$43.70,5,0.17,-$0.10,2.56,Medium
22746,IN-2015-DK132257-42368,30/12/2015,4/1/2016,Standard Class,DK-132257,Dean Katz,Corporate,,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-LA-4541,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",$27.95,3,0.1,$6.17,2.48,Medium
21846,ID-2015-AR1057059-42367,29/12/2015,4/1/2016,Standard Class,AR-1057059,Anemone Ratner,Consumer,,Surakarta,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,TEC-AC-3394,Technology,Accessories,"Belkin Mouse, Programmable",$44.74,2,0.47,-$27.92,2.36,Medium
7991,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-EN-5030,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint",$39.46,2,0.4,$3.26,2.338,Medium
11210,ES-2015-DP1339048-42369,31/12/2015,4/1/2016,Standard Class,DP-1339048,Dennis Pardue,Home Office,,Hamburg,Hamburg,Germany,Western Europe,Europe,OFF-BI-6404,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",$32.25,5,0,$8.25,2.21,Medium
7988,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,FUR-TA-5056,Furniture,Tables,"Lesro Computer Table, with Bottom Storage",$172.21,2,0.7,-$327.23,2.036,Medium
42891,AG-2015-TB112503-42368,30/12/2015,4/1/2016,Second Class,TB-112503,Tim Brockman,Consumer,,Algiers,Alger,Algeria,North Africa,Africa,OFF-BI-4826,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",$58.80,8,0,$18.00,1.98,Medium
51243,NI-2015-NF838595-42368,30/12/2015,4/1/2016,Standard Class,NF-838595,Natalie Fritzler,Consumer,,Ibadan,Oyo,Nigeria,Western Africa,Africa,OFF-AR-3496,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",$21.98,6,0.7,-$51.28,1.96,Medium
32203,CA-2015-PO18865140-42369,31/12/2015,4/1/2016,Standard Class,PO-188651406,Patrick O'Donnell,Consumer,10009,New York City,New York,United States,Eastern US,USCA,FUR-BO-3651,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",$323.14,4,0.2,$12.12,38.27,High
32204,CA-2015-PO18865140-42369,31/12/2015,4/1/2016,Standard Class,PO-188651406,Patrick O'Donnell,Consumer,10009,New York City,New York,United States,Eastern US,USCA,TEC-PH-4388,Technology,Phones,Gear Head AU3700S Headset,$90.93,7,0,$2.73,9.67,High
32205,CA-2015-PO18865140-42369,31/12/2015,4/1/2016,Standard Class,PO-188651406,Patrick O'Donnell,Consumer,10009,New York City,New York,United States,Eastern US,USCA,OFF-BI-6409,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,$52.78,3,0.2,$19.79,7.21,High
46511,TU-2015-AA315134-42367,29/12/2015,4/1/2016,Standard Class,AA-315134,Alex Avila,Consumer,,Etimesgut,Ankara,Turkey,Western Asia,Asia Pacific,OFF-BI-3727,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",$20.05,1,0.6,-$19.58,1.72,Medium
47543,UP-2015-GT4755137-42369,31/12/2015,4/1/2016,Standard Class,GT-4755137,Guy Thornton,Consumer,,Zaporizhzhya,Zaporizhzhya,Ukraine,Eastern Europe,Europe,OFF-LA-3316,Office Supplies,Labels,"Avery Round Labels, Alphabetical",$27.84,4,0,$6.12,1.7,Medium
23374,ID-2015-RA19945130-42368,30/12/2015,4/1/2016,Standard Class,RA-19945130,Ryan Akin,Consumer,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,FUR-FU-5739,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black",$18.40,1,0.27,-$1.28,1.66,Medium
7151,MX-2015-RB1946531-42367,29/12/2015,4/1/2016,Standard Class,RB-1946531,Rick Bensley,Home Office,,Pinar del Río,Pinar del Río,Cuba,Caribbean,LATAM,OFF-AR-3548,Office Supplies,Art,"Boston Pens, Fluorescent",$20.64,2,0,$7.84,1.428,Medium
7992,US-2015-AC1066054-42367,29/12/2015,4/1/2016,Standard Class,AC-1066054,Anna Chung,Consumer,,Carrefour,Ouest,Haiti,Caribbean,LATAM,OFF-ST-4269,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",$247.68,3,0.4,$16.50,1.332,Medium
2143,MX-2015-JB1604582-42369,31/12/2015,4/1/2016,Standard Class,JB-1604582,Julia Barnett,Home Office,,Reynosa,Tamaulipas,Mexico,Central America,LATAM,OFF-LA-5388,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Adjustable",$16.74,3,0,$0.66,1.324,Medium
51242,NI-2015-NF838595-42368,30/12/2015,4/1/2016,Standard Class,NF-838595,Natalie Fritzler,Consumer,,Ibadan,Oyo,Nigeria,Western Africa,Africa,OFF-ST-6038,Office Supplies,Storage,"Smead Folders, Blue",$5.25,1,0.7,-$10.17,1.27,Medium
51241,NI-2015-NF838595-42368,30/12/2015,4/1/2016,Standard Class,NF-838595,Natalie Fritzler,Consumer,,Ibadan,Oyo,Nigeria,Western Africa,Africa,OFF-BI-4810,Office Supplies,Binders,"Ibico Binder Covers, Recycled",$4.20,1,0.7,-$4.65,1.23,Medium
1783,MX-2015-EB1397518-42369,31/12/2015,3/1/2016,Second Class,EB-1397518,Erica Bern,Corporate,,São Paulo,São Paulo,Brazil,South America,LATAM,TEC-CO-3707,Technology,Copiers,"Canon Wireless Fax, Color","$1,264.47",5,0.002,$301.47,253.254,High
1253,MX-2015-JF1556518-42368,30/12/2015,3/1/2016,Standard Class,JF-1556518,Jill Fjeld,Consumer,,Castanhal,Pará,Brazil,South America,LATAM,FUR-BO-5786,Furniture,Bookcases,"Safco Library with Doors, Mobile","$1,830.78",7,0,$768.88,155.854,High
26333,IN-2015-JD16150130-42369,31/12/2015,3/1/2016,First Class,JD-16150130,Justin Deggeller,Corporate,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,FUR-TA-5067,Furniture,Tables,"Lesro Training Table, Adjustable Height","$1,048.73",9,0.57,"-$1,195.24",86.86,High
26335,IN-2015-JD16150130-42369,31/12/2015,3/1/2016,First Class,JD-16150130,Justin Deggeller,Corporate,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,FUR-CH-5397,Furniture,Chairs,"Novimex Rocking Chair, Set of Two",$292.76,3,0.27,$68.12,52.11,High
